iRecordIndex,sToolName,iToolNum,sEssaiPartNum,sMaterial,sHolderName,sToolGroupName,dOHL,sOHL_letter,iRF,dGageLength,sToolManufacturer,sToolEdp,sToolCribLoc,dDia,dLoc,iFlt,dCnrR,dAng,sThread
8621,CU001024B,1024,800-501388-02A,CU,HSK63-ER16x100,EM,1.05,B,0,4.987,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8622,CU001024C,1024,800-501388-02A,CU,HSK63-ER16x100,EM,1.29,C,0,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8623,CU001024D,1024,800-501388-02A,CU,HSK63-ER16x100,EM,1.54,D,0,5.477,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8624,CU001024E,1024,800-501388-02A,CU,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8625,PG001024A,1024,800-501388-02A,PG,HSK63-ER16x100,EM,0.8,A,0,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8626,PG001024B,1024,800-501388-02A,PG,HSK63-ER16x100,EM,1.05,B,0,4.987,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8627,PG001024C,1024,800-501388-02A,PG,HSK63-ER16x100,EM,1.29,C,0,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8628,PG001024D,1024,800-501388-02A,PG,HSK63-ER16x100,EM,1.54,D,0,5.477,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8629,PG001024E,1024,800-501388-02A,PG,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8630,S1001025A,1025,800-501388-02A,S1,HSK63-ER32x100,EM,0.8,A,0,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8631,S1001025B,1025,800-501388-02A,S1,HSK63-ER32x100,EM,0.96,B,0,4.897,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8632,S1001025C,1025,800-501388-02A,S1,HSK63-ER32x100,EM,1.13,C,0,5.067,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8633,S1001025D,1025,800-501388-02A,S1,HSK63-ER32x100,EM,1.29,D,0,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8634,S1001025E,1025,800-501388-02A,S1,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8635,CU001025A,1025,800-501388-02A,CU,HSK63-ER32x100,EM,0.8,A,0,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8636,CU001025B,1025,800-501388-02A,CU,HSK63-ER32x100,EM,0.96,B,0,4.897,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8637,CU001025C,1025,800-501388-02A,CU,HSK63-ER32x100,EM,1.13,C,0,5.067,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8638,CU001025D,1025,800-501388-02A,CU,HSK63-ER32x100,EM,1.29,D,0,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8639,CU001025E,1025,800-501388-02A,CU,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8640,PG001025A,1025,800-501388-02A,PG,HSK63-ER32x100,EM,0.8,A,0,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8641,PG001025B,1025,800-501388-02A,PG,HSK63-ER32x100,EM,0.96,B,0,4.897,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8642,PG001025C,1025,800-501388-02A,PG,HSK63-ER32x100,EM,1.13,C,0,5.067,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8643,PG001025D,1025,800-501388-02A,PG,HSK63-ER32x100,EM,1.29,D,0,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8644,PG001025E,1025,800-501388-02A,PG,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8645,S1002030A,2030,800-501388-02A,S1,HSK63-ER16x100,EM,0.8,A,1,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8646,S1002030B,2030,800-501388-02A,S1,HSK63-ER16x100,EM,1.05,B,1,4.987,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8647,S1002030C,2030,800-501388-02A,S1,HSK63-ER16x100,EM,1.29,C,1,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8648,S1002030D,2030,800-501388-02A,S1,HSK63-ER16x100,EM,1.54,D,1,5.477,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8649,S1002030E,2030,800-501388-02A,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8650,CU002030A,2030,800-501388-02A,CU,HSK63-ER16x100,EM,0.8,A,1,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8651,CU002030B,2030,800-501388-02A,CU,HSK63-ER16x100,EM,1.05,B,1,4.987,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8652,CU002030C,2030,800-501388-02A,CU,HSK63-ER16x100,EM,1.29,C,1,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8653,CU002030D,2030,800-501388-02A,CU,HSK63-ER16x100,EM,1.54,D,1,5.477,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8654,CU002030E,2030,800-501388-02A,CU,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8655,PG002030A,2030,800-501388-02A,PG,HSK63-ER16x100,EM,0.8,A,1,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8656,PG002030B,2030,800-501388-02A,PG,HSK63-ER16x100,EM,1.05,B,1,4.987,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8657,PG002030C,2030,800-501388-02A,PG,HSK63-ER16x100,EM,1.29,C,1,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8658,PG002030D,2030,800-501388-02A,PG,HSK63-ER16x100,EM,1.54,D,1,5.477,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8659,PG002030E,2030,800-501388-02A,PG,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8660,S1002031A,2031,800-501388-02A,S1,HSK63-ER32x100,EM,0.8,A,1,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8661,S1002031B,2031,800-501388-02A,S1,HSK63-ER32x100,EM,0.96,B,1,4.897,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8662,S1002031C,2031,800-501388-02A,S1,HSK63-ER32x100,EM,1.13,C,1,5.067,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8663,S1002031D,2031,800-501388-02A,S1,HSK63-ER32x100,EM,1.29,D,1,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8664,S1002031E,2031,800-501388-02A,S1,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8665,CU002031A,2031,800-501388-02A,CU,HSK63-ER32x100,EM,0.8,A,1,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8666,CU002031B,2031,800-501388-02A,CU,HSK63-ER32x100,EM,0.96,B,1,4.897,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8667,CU002031C,2031,800-501388-02A,CU,HSK63-ER32x100,EM,1.13,C,1,5.067,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8668,CU002031D,2031,800-501388-02A,CU,HSK63-ER32x100,EM,1.29,D,1,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8669,CU002031E,2031,800-501388-02A,CU,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8670,PG002031A,2031,800-501388-02A,PG,HSK63-ER32x100,EM,0.8,A,1,4.737,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8671,PG002031B,2031,800-501388-02A,PG,HSK63-ER32x100,EM,0.96,B,1,4.897,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8672,PG002031C,2031,800-501388-02A,PG,HSK63-ER32x100,EM,1.13,C,1,5.067,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8673,PG002031D,2031,800-501388-02A,PG,HSK63-ER32x100,EM,1.29,D,1,5.227,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8674,PG002031E,2031,800-501388-02A,PG,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,38025-C3,A5,0.025,0.037,3,0,0,
8675,S1001026A,1026,800-500663-01A,S1,HSK63-ER16x100,EM,0.74,A,0,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8676,S1001026B,1026,800-500663-01A,S1,HSK63-ER16x100,EM,1,B,0,4.937,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8677,S1001026C,1026,800-500663-01A,S1,HSK63-ER16x100,EM,1.26,C,0,5.197,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8678,S1001026D,1026,800-500663-01A,S1,HSK63-ER16x100,EM,1.52,D,0,5.457,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8679,S1001026E,1026,800-500663-01A,S1,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8680,CU001026A,1026,800-500663-01A,CU,HSK63-ER16x100,EM,0.74,A,0,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8681,CU001026B,1026,800-500663-01A,CU,HSK63-ER16x100,EM,1,B,0,4.937,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8682,CU001026C,1026,800-500663-01A,CU,HSK63-ER16x100,EM,1.26,C,0,5.197,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8683,CU001026D,1026,800-500663-01A,CU,HSK63-ER16x100,EM,1.52,D,0,5.457,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8684,CU001026E,1026,800-500663-01A,CU,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8685,PG001026A,1026,800-500663-01A,PG,HSK63-ER16x100,EM,0.74,A,0,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8686,PG001026B,1026,800-500663-01A,PG,HSK63-ER16x100,EM,1,B,0,4.937,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8687,PG001026C,1026,800-500663-01A,PG,HSK63-ER16x100,EM,1.26,C,0,5.197,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8688,PG001026D,1026,800-500663-01A,PG,HSK63-ER16x100,EM,1.52,D,0,5.457,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8689,PG001026E,1026,800-500663-01A,PG,HSK63-ER16x100,EM,1.78,E,0,5.717,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8690,S1001027A,1027,800-500663-01A,S1,HSK63-ER32x100,EM,0.74,A,0,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8691,S1001027B,1027,800-500663-01A,S1,HSK63-ER32x100,EM,0.92,B,0,4.857,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8692,S1001027C,1027,800-500663-01A,S1,HSK63-ER32x100,EM,1.1,C,0,5.037,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8693,S1001027D,1027,800-500663-01A,S1,HSK63-ER32x100,EM,1.27,D,0,5.207,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8694,S1001027E,1027,800-500663-01A,S1,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8695,CU001027A,1027,800-500663-01A,CU,HSK63-ER32x100,EM,0.74,A,0,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8696,CU001027B,1027,800-500663-01A,CU,HSK63-ER32x100,EM,0.92,B,0,4.857,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8697,CU001027C,1027,800-500663-01A,CU,HSK63-ER32x100,EM,1.1,C,0,5.037,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8698,CU001027D,1027,800-500663-01A,CU,HSK63-ER32x100,EM,1.27,D,0,5.207,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8699,CU001027E,1027,800-500663-01A,CU,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8700,PG001027A,1027,800-500663-01A,PG,HSK63-ER32x100,EM,0.74,A,0,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8701,PG001027B,1027,800-500663-01A,PG,HSK63-ER32x100,EM,0.92,B,0,4.857,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8702,PG001027C,1027,800-500663-01A,PG,HSK63-ER32x100,EM,1.1,C,0,5.037,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8703,PG001027D,1027,800-500663-01A,PG,HSK63-ER32x100,EM,1.27,D,0,5.207,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8704,PG001027E,1027,800-500663-01A,PG,HSK63-ER32x100,EM,1.45,E,0,5.387,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8705,S1002032A,2032,800-500663-01A,S1,HSK63-ER16x100,EM,0.74,A,1,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8706,S1002032B,2032,800-500663-01A,S1,HSK63-ER16x100,EM,1,B,1,4.937,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8707,S1002032C,2032,800-500663-01A,S1,HSK63-ER16x100,EM,1.26,C,1,5.197,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8708,S1002032D,2032,800-500663-01A,S1,HSK63-ER16x100,EM,1.52,D,1,5.457,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8709,S1002032E,2032,800-500663-01A,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8710,CU002032A,2032,800-500663-01A,CU,HSK63-ER16x100,EM,0.74,A,1,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8711,CU002032B,2032,800-500663-01A,CU,HSK63-ER16x100,EM,1,B,1,4.937,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8712,CU002032C,2032,800-500663-01A,CU,HSK63-ER16x100,EM,1.26,C,1,5.197,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8713,CU002032D,2032,800-500663-01A,CU,HSK63-ER16x100,EM,1.52,D,1,5.457,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8714,CU002032E,2032,800-500663-01A,CU,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8715,PG002032A,2032,800-500663-01A,PG,HSK63-ER16x100,EM,0.74,A,1,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8716,PG002032B,2032,800-500663-01A,PG,HSK63-ER16x100,EM,1,B,1,4.937,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8717,PG002032C,2032,800-500663-01A,PG,HSK63-ER16x100,EM,1.26,C,1,5.197,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8718,PG002032D,2032,800-500663-01A,PG,HSK63-ER16x100,EM,1.52,D,1,5.457,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8719,PG002032E,2032,800-500663-01A,PG,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8720,S1002033A,2033,800-500663-01A,S1,HSK63-ER32x100,EM,0.74,A,1,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8721,S1002033B,2033,800-500663-01A,S1,HSK63-ER32x100,EM,0.92,B,1,4.857,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8722,S1002033C,2033,800-500663-01A,S1,HSK63-ER32x100,EM,1.1,C,1,5.037,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8723,S1002033D,2033,800-500663-01A,S1,HSK63-ER32x100,EM,1.27,D,1,5.207,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8724,S1002033E,2033,800-500663-01A,S1,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8725,CU002033A,2033,800-500663-01A,CU,HSK63-ER32x100,EM,0.74,A,1,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8726,CU002033B,2033,800-500663-01A,CU,HSK63-ER32x100,EM,0.92,B,1,4.857,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8727,CU002033C,2033,800-500663-01A,CU,HSK63-ER32x100,EM,1.1,C,1,5.037,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8728,CU002033D,2033,800-500663-01A,CU,HSK63-ER32x100,EM,1.27,D,1,5.207,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8729,CU002033E,2033,800-500663-01A,CU,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8730,PG002033A,2033,800-500663-01A,PG,HSK63-ER32x100,EM,0.74,A,1,4.677,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8731,PG002033B,2033,800-500663-01A,PG,HSK63-ER32x100,EM,0.92,B,1,4.857,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8732,PG002033C,2033,800-500663-01A,PG,HSK63-ER32x100,EM,1.1,C,1,5.037,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8733,PG002033D,2033,800-500663-01A,PG,HSK63-ER32x100,EM,1.27,D,1,5.207,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8734,PG002033E,2033,800-500663-01A,PG,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,977331-C3,A5,0.031,0.046,3,0,0,
8735,AL002034A,2034,800-500663,AL,HSK63-ER16x100,EM,0.525,A,1,4.462,HARVEY,13631,A5,0.031,0.155,3,0,0,
8736,AL002034B,2034,800-500663,AL,HSK63-ER16x100,EM,0.84,B,1,4.777,HARVEY,13631,A5,0.031,0.155,3,0,0,
8737,AL002034C,2034,800-500663,AL,HSK63-ER16x100,EM,1.15,C,1,5.087,HARVEY,13631,A5,0.031,0.155,3,0,0,
8738,AL002034D,2034,800-500663,AL,HSK63-ER16x100,EM,1.47,D,1,5.407,HARVEY,13631,A5,0.031,0.155,3,0,0,
8739,AL002034E,2034,800-500663,AL,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,13631,A5,0.031,0.155,3,0,0,
8740,S1002034A,2034,800-500663,S1,HSK63-ER16x100,EM,0.525,A,1,4.462,HARVEY,13631,A5,0.031,0.155,3,0,0,
8741,S1002034B,2034,800-500663,S1,HSK63-ER16x100,EM,0.84,B,1,4.777,HARVEY,13631,A5,0.031,0.155,3,0,0,
8742,S1002034C,2034,800-500663,S1,HSK63-ER16x100,EM,1.15,C,1,5.087,HARVEY,13631,A5,0.031,0.155,3,0,0,
8743,S1002034D,2034,800-500663,S1,HSK63-ER16x100,EM,1.47,D,1,5.407,HARVEY,13631,A5,0.031,0.155,3,0,0,
8744,S1002034E,2034,800-500663,S1,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,13631,A5,0.031,0.155,3,0,0,
8745,PG002034A,2034,800-500663,PG,HSK63-ER16x100,EM,0.525,A,1,4.462,HARVEY,13631,A5,0.031,0.155,3,0,0,
8746,PG002034B,2034,800-500663,PG,HSK63-ER16x100,EM,0.84,B,1,4.777,HARVEY,13631,A5,0.031,0.155,3,0,0,
8747,PG002034C,2034,800-500663,PG,HSK63-ER16x100,EM,1.15,C,1,5.087,HARVEY,13631,A5,0.031,0.155,3,0,0,
8748,PG002034D,2034,800-500663,PG,HSK63-ER16x100,EM,1.47,D,1,5.407,HARVEY,13631,A5,0.031,0.155,3,0,0,
8749,PG002034E,2034,800-500663,PG,HSK63-ER16x100,EM,1.78,E,1,5.717,HARVEY,13631,A5,0.031,0.155,3,0,0,
8750,AL002035A,2035,800-500663,AL,HSK63-ER32x100,EM,0.525,A,1,4.462,HARVEY,13631,A5,0.031,0.155,3,0,0,
8751,AL002035B,2035,800-500663,AL,HSK63-ER32x100,EM,0.76,B,1,4.697,HARVEY,13631,A5,0.031,0.155,3,0,0,
8752,AL002035C,2035,800-500663,AL,HSK63-ER32x100,EM,0.99,C,1,4.927,HARVEY,13631,A5,0.031,0.155,3,0,0,
8753,AL002035D,2035,800-500663,AL,HSK63-ER32x100,EM,1.22,D,1,5.157,HARVEY,13631,A5,0.031,0.155,3,0,0,
8754,AL002035E,2035,800-500663,AL,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,13631,A5,0.031,0.155,3,0,0,
8755,S1002035A,2035,800-500663,S1,HSK63-ER32x100,EM,0.525,A,1,4.462,HARVEY,13631,A5,0.031,0.155,3,0,0,
8756,S1002035B,2035,800-500663,S1,HSK63-ER32x100,EM,0.76,B,1,4.697,HARVEY,13631,A5,0.031,0.155,3,0,0,
8757,S1002035C,2035,800-500663,S1,HSK63-ER32x100,EM,0.99,C,1,4.927,HARVEY,13631,A5,0.031,0.155,3,0,0,
8758,S1002035D,2035,800-500663,S1,HSK63-ER32x100,EM,1.22,D,1,5.157,HARVEY,13631,A5,0.031,0.155,3,0,0,
8759,S1002035E,2035,800-500663,S1,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,13631,A5,0.031,0.155,3,0,0,
8760,PG002035A,2035,800-500663,PG,HSK63-ER32x100,EM,0.525,A,1,4.462,HARVEY,13631,A5,0.031,0.155,3,0,0,
8761,PG002035B,2035,800-500663,PG,HSK63-ER32x100,EM,0.76,B,1,4.697,HARVEY,13631,A5,0.031,0.155,3,0,0,
8762,PG002035C,2035,800-500663,PG,HSK63-ER32x100,EM,0.99,C,1,4.927,HARVEY,13631,A5,0.031,0.155,3,0,0,
8763,PG002035D,2035,800-500663,PG,HSK63-ER32x100,EM,1.22,D,1,5.157,HARVEY,13631,A5,0.031,0.155,3,0,0,
8764,PG002035E,2035,800-500663,PG,HSK63-ER32x100,EM,1.45,E,1,5.387,HARVEY,13631,A5,0.031,0.155,3,0,0,
8765,S1001028A,1028,800-501032,S1,HSK63-ER16x100,EM,0.375,A,0,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8766,S1001028B,1028,800-501032,S1,HSK63-ER16x100,EM,0.51,B,0,4.447,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8767,S1001028C,1028,800-501032,S1,HSK63-ER16x100,EM,0.65,C,0,4.587,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8768,S1001028D,1028,800-501032,S1,HSK63-ER16x100,EM,0.78,D,0,4.717,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8769,CU001028A,1028,800-501032,CU,HSK63-ER16x100,EM,0.375,A,0,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8770,CU001028B,1028,800-501032,CU,HSK63-ER16x100,EM,0.51,B,0,4.447,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8771,CU001028C,1028,800-501032,CU,HSK63-ER16x100,EM,0.65,C,0,4.587,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8772,CU001028D,1028,800-501032,CU,HSK63-ER16x100,EM,0.78,D,0,4.717,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8773,PG001028A,1028,800-501032,PG,HSK63-ER16x100,EM,0.375,A,0,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8774,PG001028B,1028,800-501032,PG,HSK63-ER16x100,EM,0.51,B,0,4.447,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8775,PG001028C,1028,800-501032,PG,HSK63-ER16x100,EM,0.65,C,0,4.587,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8776,PG001028D,1028,800-501032,PG,HSK63-ER16x100,EM,0.78,D,0,4.717,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8777,S1001029A,1029,800-501032,S1,HSK63-ER32x100,EM,0.375,A,0,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8778,S1001029B,1029,800-501032,S1,HSK63-ER32x100,EM,0.45,B,0,4.387,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8779,CU001029A,1029,800-501032,CU,HSK63-ER32x100,EM,0.375,A,0,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8780,CU001029B,1029,800-501032,CU,HSK63-ER32x100,EM,0.45,B,0,4.387,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8781,PG001029A,1029,800-501032,PG,HSK63-ER32x100,EM,0.375,A,0,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8782,PG001029B,1029,800-501032,PG,HSK63-ER32x100,EM,0.45,B,0,4.387,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8783,S1002036A,2036,800-501032,S1,HSK63-ER16x100,EM,0.375,A,1,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8784,S1002036B,2036,800-501032,S1,HSK63-ER16x100,EM,0.51,B,1,4.447,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8785,S1002036C,2036,800-501032,S1,HSK63-ER16x100,EM,0.65,C,1,4.587,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8786,S1002036D,2036,800-501032,S1,HSK63-ER16x100,EM,0.78,D,1,4.717,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8787,CU002036A,2036,800-501032,CU,HSK63-ER16x100,EM,0.375,A,1,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8788,CU002036B,2036,800-501032,CU,HSK63-ER16x100,EM,0.51,B,1,4.447,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8789,CU002036C,2036,800-501032,CU,HSK63-ER16x100,EM,0.65,C,1,4.587,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8790,CU002036D,2036,800-501032,CU,HSK63-ER16x100,EM,0.78,D,1,4.717,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8791,PG002036A,2036,800-501032,PG,HSK63-ER16x100,EM,0.375,A,1,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8792,PG002036B,2036,800-501032,PG,HSK63-ER16x100,EM,0.51,B,1,4.447,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8793,PG002036C,2036,800-501032,PG,HSK63-ER16x100,EM,0.65,C,1,4.587,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8794,PG002036D,2036,800-501032,PG,HSK63-ER16x100,EM,0.78,D,1,4.717,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8795,S1002037A,2037,800-501032,S1,HSK63-ER32x100,EM,0.375,A,1,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8796,S1002037B,2037,800-501032,S1,HSK63-ER32x100,EM,0.45,B,1,4.387,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8797,CU002037A,2037,800-501032,CU,HSK63-ER32x100,EM,0.375,A,1,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8798,CU002037B,2037,800-501032,CU,HSK63-ER32x100,EM,0.45,B,1,4.387,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
8799,PG002037A,2037,800-501032,PG,HSK63-ER32x100,EM,0.375,A,1,4.312,HARVEY,73031-C3,A5,0.031,0.093,4,0,0,
